A,B
1.6763487,2.918735
1.6730326,2.9992456
1.6687045,2.9383414
1.6695057,2.9397304
1.6770036,2.947365
1.6663415,2.9520612
1.6758292,2.9709425
1.6856803,2.999264
1.6712705,2.9428024
1.670689,2.9466376
1.6666024,2.9279084
1.6606135,2.976265
1.6688168,2.939227
1.6830693,2.970463
1.6598618,2.8828566
1.679965,2.9752738
1.6617239,2.9432735
1.6656436,2.9416707
1.6858743,2.9811292
1.6717755,2.971488
1.6847255,3.0125601
1.6728708,2.966749
1.6778494,2.963216
1.6681607,2.9466205
1.6890154,2.9882457
1.6684085,2.9314442
1.6732066,2.956251
1.671624,2.9209728
1.6803358,2.9673102
1.6775635,2.9536273
1.6781334,2.9468427
1.6694778,2.9445834
1.6587867,2.9335036
1.6785178,2.9691038
1.670722,2.9365258
1.6625671,2.92259
1.6780256,2.962739
1.6534933,2.9260027
1.6701928,2.9522424
1.6786978,2.958873
1.662675,2.9638596
1.6721506,2.9248562
1.656309,2.9124966
1.6738201,2.949892
1.6735985,2.9192722
1.6749142,2.9389417
1.6771418,2.9701736
1.6753006,2.9781873
1.6645358,2.952943
1.6787692,2.9812586
1.6706005,2.9295375
1.6675829,2.9911656
1.6797091,2.9690154
1.6688546,2.912858
1.6720215,2.9693232
1.6656408,2.9383147
1.6688628,2.960004
1.652309,2.9557858
1.68523,2.9862235
1.6692944,2.9282978
1.6698694,2.877744
1.6760973,2.9322176
1.6878629,2.993937
1.6616718,2.9189868
1.6648576,2.9731917
1.666838,2.9290545
1.6742071,2.9660058
1.6749117,2.998339
1.6780607,2.973055
1.6743151,2.9880776
1.6607056,2.911867
1.6703068,2.8765874
1.6773796,2.9452171
1.6769563,2.9449618
1.6679057,2.952219
1.6848681,3.0088248
1.654502,2.9287019
1.6795396,2.9523785
1.6633611,2.9499698
1.6709336,2.9979808
1.6852901,2.9214253
1.663924,2.9638255
1.6702437,2.975494
1.6732562,2.94794
1.6721237,2.9457421
1.6635324,2.9501572
1.6675333,2.9249642
1.6696408,2.9730904
1.6785456,2.9695542
1.6677233,2.9515893
1.6720649,2.9593558
1.6652311,2.9261136
1.6810129,2.9939086
1.6702328,2.9771843
1.662455,2.9533122
1.6825261,2.9236262
1.6703707,2.9474123
1.6684971,2.9709518
1.6764841,2.9862795
1.6787604,2.957846
1.6708914,2.9783623
1.6719321,2.9482768
1.6746074,2.9588513
1.6772958,2.9703376
1.6728407,2.9366121
1.6807971,2.9899185
1.6684452,2.9669175
1.6649092,2.9195986
1.6500818,2.9099586
1.6740507,2.9713976
1.6709026,2.9606442
1.6768447,2.9485276
1.6814957,2.9901547
1.6760055,2.9587555
1.6653843,2.9694154
1.6743598,2.984658
1.6684251,2.9404037
1.6738669,2.937683
1.6762948,2.9664812
1.6813415,2.957493
1.678418,2.969779
1.6706698,2.9595768
1.6740916,2.9775324
1.6779494,2.9809704
1.6727438,2.9615304
1.6499772,2.9528227
1.6709026,2.9256427
1.657202,2.9617023
1.6648746,2.9141545
1.665155,2.9408143
1.6837413,2.9787898
1.6834116,2.8951201
1.6764609,2.9769912
1.6647242,2.923903
1.6666472,2.910659
1.66123,2.9069414
1.6678486,2.9574168
1.6626508,2.906589
1.6653733,2.8869464
1.6722683,2.9650562
1.6550674,2.924866
1.6844181,2.977475
1.6785631,2.9451606
1.6763633,2.944876
1.6748915,2.953205
1.6805811,2.9830062
1.6598917,2.9342363
1.67682,2.9353185
1.6667765,2.944827
1.6773212,3.008737
1.6931828,2.9875445
1.6614275,2.9225113
1.6778313,3.0138555
1.6696435,2.9307797
1.6683382,2.928168
1.663325,2.9364498
1.6726663,2.9342678
1.6792322,2.9919922
1.6792713,2.9981365
1.6845455,2.979926
1.6578217,2.9386458
1.6659384,2.9349368
1.6737362,2.9532883
1.6841246,2.9389796
1.6800025,2.9465601
1.6688304,2.9517882
1.6833812,2.931
1.6720011,2.9558187
1.6712904,2.967613
1.6718047,2.9366448
1.6671015,2.9368567
1.6684195,2.9099712
1.6767153,2.9808755
1.6713285,2.958563
1.6710303,2.972995
1.673766,2.9449883
1.6808056,2.9858832
1.6618885,2.9514651
1.6657604,2.9465528
1.670452,2.9456003
1.6723757,2.9652731
1.667381,2.9603596
1.6679407,2.9331439
1.6695317,2.9158475
1.6767254,2.956338
1.6757791,2.9731252
1.682416,2.9866953
1.6700652,2.9758825
1.6793221,2.9498565
1.6782761,2.9719794
1.6563709,2.9025507
1.680293,2.912147
1.6715972,2.9935822
1.6774125,2.9829395
1.6667463,2.9185052
1.6781301,2.992476
1.6754872,2.9063478
1.6534563,2.9112372
1.6618731,2.928038
1.6694123,2.945167
1.6754127,2.946845
1.6677796,2.909386
1.6706811,2.980277
1.6629778,2.9227557
1.6696349,2.9353745
1.6802177,2.9898517
1.6715637,2.9356043
1.6735648,2.9535797
1.6756155,2.9964883
1.6702138,2.9515073
1.683136,2.9473612
1.6803595,2.9807334
1.6635388,2.9134908
1.6704953,2.964069
1.6728348,2.9368067
1.6830935,2.958835
1.6692334,2.91356
1.6778946,2.9603014
1.6734357,2.943575
1.6739239,2.9469323
1.6723543,2.9277666
1.6523787,2.9264312
1.6721526,2.949279
1.6555004,2.9094942
1.6705881,2.946886
1.6782871,2.9564407
1.6731516,2.9762647
1.6642197,2.9347756
1.6685076,2.9454713
1.6686921,2.9460893
1.6786671,2.9524117
1.6744512,2.9757848
1.6841099,2.9849145
1.6741682,2.9700735
1.6708454,2.9050481
1.6567465,2.9099398
1.6583128,2.9134142
1.6745998,2.9155982
1.6746705,2.9348712
1.6744791,2.9623322
1.6782238,2.9483492
1.6873807,2.9697483
1.6726117,2.9670346
1.6753784,2.9737659
1.6703728,2.9384272
1.6731739,2.913235
1.6711295,2.9506896
1.6729473,2.9523723
1.674545,2.977772
1.6939746,2.9669483
1.6741533,2.9605305
1.6732831,2.9501002
1.6684679,2.9937003
1.6775571,2.9535944
1.6812656,2.976952
1.67769,2.9712229
1.6941104,2.9938664
1.6617831,2.9106379
1.6740257,2.9607873
1.6652073,2.8964918
1.6750238,2.9632072
1.6694242,2.9878542
1.6721374,2.920122
1.6658039,2.9370098
1.6591396,2.92225
1.6725996,2.9475038
1.674528,2.920839
1.6730673,2.972935
1.6596401,2.962858
1.6673863,2.953495
1.6683862,2.9213252
1.6669328,2.90955
1.6884485,3.0004718
1.6698565,2.9751744
1.6704876,2.9766555
1.678495,2.9882638
1.6687691,2.9905605
1.6639905,2.968307
1.6567118,2.921554
1.6815759,2.9385996
1.6774793,2.9480512
1.6813996,2.9316206
1.6709094,2.9443965
1.6623288,2.9177418
1.6813531,2.924908
1.6663219,2.926864
1.658681,2.907947
1.6757556,2.9525247
1.6745263,2.9128556
1.6599188,2.9291945
1.6761776,2.9408863
1.6649395,2.9642277
1.65995,2.9220507
1.6713496,2.9422717
1.6766791,2.9714534
1.6741172,2.9693208
1.6559148,2.9239936
1.6813221,2.9511137
1.6701539,2.9024742
1.6771085,2.9795063
1.6777654,2.9642093
1.6778013,2.9465513
1.6623276,2.9685893
1.6669799,2.9507325
1.6784106,2.9470236
1.6760532,2.9224
1.6645179,2.9692059
1.6785375,2.9528072
1.6706835,2.9723008
1.6806018,2.9901035
1.6806501,2.9491303
1.6738678,2.9885852
1.6720605,2.944156
1.6763963,2.9571886
1.6675963,2.9449434
1.6545457,2.8497863
1.6680927,2.9390805
1.671353,2.922174
1.6788652,2.9579763
1.668378,2.9261
1.6759409,2.9390655
1.6717557,2.9740133
1.6773835,3.0245383
1.6546273,2.9595177
1.6734377,2.9745045
1.670663,2.95393
1.6597902,2.9263375
1.6693484,2.9447012
1.6669096,2.9503698
1.6754882,2.9226236
1.6739434,2.947955
1.6711494,2.9582663
1.6675013,2.9212232
1.6817647,2.9526033
1.6596287,2.8999994
1.6559607,2.9328852
1.6534204,2.935292
1.6819274,3.0378582
1.6687304,2.8976657
1.6907434,2.987798
1.6855545,2.9952831
1.6705707,2.9779227
1.675946,2.9838336
1.6792034,2.9802575
1.6767932,2.968281
1.6779695,2.9434998
1.667958,2.9945405
1.6626756,2.9480755
1.6656071,2.9647925
1.6658647,2.9826398
1.6631945,2.9423423
1.6785427,2.950247
1.6732818,2.9616024
1.676527,2.925761
1.6707877,2.9246385
1.6673611,2.9595394
1.6688365,2.9256303
1.671496,2.9541893
1.674245,2.9393156
1.6724596,2.9512618
1.676172,2.9375305
1.6802735,2.9439392
1.6704507,2.9009192
1.6682318,2.9719968
1.6713289,2.9562125
1.6765492,2.9714887
1.668622,2.9386644
1.6674759,2.9767928
1.6556443,2.9053936
1.6465608,2.8950217
1.6756583,2.955993
1.6629506,2.9649582
1.6787091,2.9423525
1.6718096,2.9645448
1.673503,2.9223506
1.6759694,2.9948711
1.6751018,2.9705803
1.6768777,2.9773045
1.6692833,2.9348397
1.6821653,2.991705
1.6768416,2.9546192
1.6881591,2.9839425
1.6692742,2.9520519
1.6643807,2.9574091
1.6667237,2.9076664
1.6784006,2.9453194
1.6728703,2.9693644
1.6891441,2.9706163
1.6599061,2.8850002
1.6650425,2.941771
1.6580443,2.9371753
1.6678504,2.9522693
1.6832474,2.9737797
1.6732757,2.9469173
1.6659288,2.9521644
1.6786331,2.9685578
1.6614133,2.9643052
1.6705427,2.9678843
1.6708013,2.943736
1.6722769,2.9649737
1.6686459,2.950765
1.6780758,2.9966357
1.6672152,2.911732
1.6776795,2.9902406
1.6695071,2.9652855
1.6757176,2.9746687
1.6641217,2.9390893
1.6576111,2.9646778
1.682981,2.9385705
1.6882745,2.9837773
1.6691399,2.9499993
1.6656314,2.9504046
1.6748441,2.9358552
1.6750871,2.965951
1.662843,2.9438179
1.6723521,2.9709628
1.67076,2.978174
1.661549,2.934133
1.661214,2.8689532
1.6617855,2.9159274
1.6693921,2.9765303
1.677042,2.9574735
1.654129,2.9444084
1.6597681,2.944321
1.6846368,2.97472
1.6688687,2.9349189
1.6841508,2.9781704
1.6668818,2.9789088
1.6744803,2.9166296
1.6656708,2.9583628
1.671711,2.9384518
1.6620317,2.9379058
1.661081,2.9356482
1.6780293,2.9402359
1.6837989,2.97735
1.6859865,2.9738028
1.6769919,2.953357
1.6748551,2.9144905
1.6721737,2.9655178
1.6717204,2.9390316
1.668562,2.9765434
1.66588,2.9584808
1.6708037,2.9508233
1.679773,2.9512837
1.6700455,2.9156184
1.677716,2.945824
1.672467,2.9610918
1.6795007,2.9901273
1.6755321,2.9372604
1.6719198,2.904552
1.6817235,2.9822605
1.6722159,2.8755565
1.6717347,2.9282944
1.6665895,2.9065776
1.6690804,3.0040874
1.6614227,2.9619482
1.6780294,2.9801867
1.667566,2.9647071
1.6607957,2.9579132
1.6449803,2.8967235
1.6734349,2.9347157
1.6744777,2.9555643
1.6846095,2.9536633
1.6792452,2.982006
1.6825762,2.9304717
1.6646438,2.9829345
1.6680075,2.9559736
1.6766856,2.9370744
1.6610749,2.977848
1.6773659,2.9753432
1.667477,2.9641306
1.673044,2.9538646
1.671332,2.9745347
1.6720608,2.982615
1.6734978,2.9653642
1.6693953,2.9483478
1.6760116,2.9373713
1.6723243,2.9289255
1.6686888,2.9556637
1.6718653,2.9558952
1.6600093,2.875401
1.6796227,2.986048
1.6706018,2.973428
1.67344,2.9133978
1.6714286,2.9320507
1.6723733,2.9950998
1.6751977,2.973365
1.6788579,2.9699142
1.6831409,2.9643567
1.65763,2.940451
1.6651083,2.9350615
1.6702935,2.9431071
1.6723374,2.9307435
1.6613694,2.9409668
1.6752844,2.9737015
1.676675,2.9662883
1.6755009,2.9512773
1.6630125,2.9589283
1.676279,2.9230158
1.6782402,2.9129834
1.6688547,2.9578633
1.6806047,2.9875324
1.6621256,2.9319296
1.6699307,2.922981
1.6652263,2.952103
1.6824447,2.9581232
1.6620363,2.9311278
1.654282,2.9111586
1.665282,2.9426973
1.6677749,2.9467292
1.6601477,2.9247699
1.6617616,2.9782152
1.6699357,2.999027
1.6689616,2.9230535
1.6534771,2.920662
1.6803312,2.9908092
1.6678923,2.9587746
1.6827592,2.8986804
1.6725473,2.9562144
1.674723,2.9460545
1.6727605,2.9329185
1.6735754,2.9456706
1.675199,2.931785
1.6737864,2.9647844
1.6725569,2.9870298
1.6682992,2.9480073
1.6702559,2.9295077
1.6672373,2.922113
1.664709,2.9754205
1.6805165,2.9758124
1.6782452,2.9451513
1.670904,2.916277
1.6695045,2.9708695
1.6818281,2.9596362
1.6735691,2.939447
1.6795622,2.9695323
1.6636131,2.9764535
1.6568692,2.8999848
1.67387,2.945941
1.6849453,2.9782948
1.6857378,2.9613142
1.6787153,3.012389
1.6751758,2.9391572
1.6561902,2.9548938
1.6552552,2.9396143
1.6840006,2.9646544
1.6741626,2.9632602
1.6671004,2.946976
1.6760069,2.9292161
1.668546,2.9558666
1.6690573,2.9495633
1.6656741,2.9359388
1.6686252,2.9253848
1.6755477,3.0063524
1.6700715,2.9544973
1.6652309,2.9513104
1.6825713,2.980978
1.6853374,2.9431183
1.6723173,2.9510908
1.6786097,2.9491003
1.6623385,2.9372656
1.6876314,3.017126
1.6712979,2.9129379
1.6751107,2.973277
1.6767839,2.9410212
1.6711699,2.957132
1.670817,2.9333682
1.6630317,2.9237993
1.6698313,2.9433582
1.6722636,2.9345005
1.6625884,2.9431808
1.672706,2.9776468
1.658065,2.9680054
1.6619921,2.9116387
1.6808943,2.9561884
1.6726377,2.971338
1.6861204,2.9709406
1.6731641,2.9180763
1.6641216,2.9227967
1.6771066,2.929142
1.671881,2.9195716
1.6680388,2.934679
1.6684066,2.9756873
1.6716453,2.9593656
1.6549144,2.9136126
1.686488,2.9713063
1.6634775,2.9657822
1.6681709,2.956207
1.6668031,2.9027963
1.6808711,2.9851274
1.6896459,2.998028
1.6720762,2.9059222
1.6779164,2.9235277
1.6584299,2.9110734
1.6611768,2.9501262
1.6783271,2.934421
1.6696414,2.9336421
1.6836193,2.9434853
1.6724769,2.9723227
1.6869129,2.977998
1.6541591,2.9087617
1.6665808,2.957382
1.6724114,2.9166894
1.6669612,2.9724627
1.6684047,2.8933587
1.6816514,2.9505117
1.6814198,2.9294627
1.6496387,2.9471922
1.6650487,2.9361649
1.6615239,2.9809263
1.6650466,2.9118862
1.6706088,2.9402552
1.6812507,2.9595246
1.6674005,2.9729114
1.6705861,2.9145982
1.6677071,2.9315658
1.6673337,2.964226
1.677375,2.9473448
1.6689825,2.9293606
1.6708281,2.9723117
1.6695399,2.9360456
1.6823298,2.9409013
1.6684537,2.9687407
1.6653434,2.959141
1.6668092,2.9462929
1.6792287,2.964687
1.6640847,2.9168477
1.6582707,2.901966
1.6867323,2.9662924
1.6859635,2.961435
1.671947,2.9197295
1.670616,2.9168475
1.664947,2.9625366
1.6828393,2.957856
1.6732078,2.953117
1.6619077,2.9143603
1.6591892,2.9457934
1.6773857,2.956289
1.6860214,2.9749706
1.6725577,2.9437125
1.6680168,2.9112172
1.6665286,2.9327967
1.6781704,2.9482157
1.6620208,2.9349403
1.6829406,2.9606512
1.6754056,2.9672368
1.6620759,2.9273493
1.6698848,2.958168
1.6653646,2.9794638
1.6617188,2.8968432
1.6746314,2.9545107
1.6679201,2.9583325
1.6602666,2.8945756
1.6700885,2.9268317
1.6769346,2.943655
1.6691405,2.9415433
1.6654621,2.931929
1.6686739,2.971487
1.6814022,2.9581952
1.6732533,2.9756937
1.6754134,2.9230938
1.6731098,2.9230216
1.6796962,2.9859238
1.6733593,2.97256
1.6791972,2.9288108
1.674952,2.9866009
1.6742486,2.9762177
1.6572403,2.9064932
1.6811879,2.975063
1.6753234,2.9644096
1.6657889,2.944171
1.6668942,2.9500694
1.6752315,2.96896
1.6719416,2.9688046
1.6608503,2.895967
1.6823163,2.9827244
1.6726154,2.97096
1.673539,2.9461
1.6713511,2.9275732
1.6682765,2.9250515
1.673626,2.9561064
1.6501986,2.9189181
1.6821604,2.9787996
1.6780752,2.9441807
1.6759638,2.951939
1.6742492,2.9739897
1.6753209,2.9125164
1.6828917,2.9827285
1.691297,2.991573
1.6720365,2.9735014
1.6659001,2.9633172
1.6890268,3.0000868
1.6638771,2.9315724
1.6754752,2.9739242
1.6701651,2.9494214
1.6622881,2.9704223
1.6748725,2.9730577
1.6677291,2.9326644
1.6674968,2.9921298
1.6657542,2.930237
1.6503329,2.9311752
1.6838915,2.968609
1.6585561,2.9318419
1.679744,2.9597034
1.6839902,2.9243312
1.6811345,2.9223778
1.6616338,2.9244297
1.6663004,2.9417639
1.6722112,2.934523
1.6746408,2.9756503
1.6780546,2.939608
1.6702234,2.952846
1.6617975,2.9397635
1.6724354,2.9978082
1.672106,2.9256096
1.676194,2.9475508
1.6689475,2.9657671
1.6640135,2.947705
1.6809042,2.9445934
1.6585932,2.9534183
1.6711023,2.9581802
1.6720027,2.9536672
1.6749215,2.9206486
1.6795231,2.9488034
1.6630898,2.961654
1.6889316,2.9846413
1.6617177,2.899538
1.6779333,2.9529283
1.6816422,2.9788558
1.678061,3.007542
1.6693194,2.9396057
1.6691655,2.9195004
1.671048,2.9739728
1.677424,2.966065
1.6687521,2.975441
1.6663734,2.932343
1.6739902,2.9205291
1.6641111,2.932588
1.6852901,2.9708178
1.6593382,2.9311318
1.6732973,2.9656575
1.6612318,2.921543
1.674564,2.9413097
1.6687362,2.9319632
1.6771502,2.9262776
1.6743318,2.947946
1.6813484,2.9537218
1.6794137,3.0111232
1.6644171,2.9656506
1.6751037,2.9387786
1.6809492,2.9752429
1.6654621,2.9563963
1.6866233,2.9931843
1.672733,2.9648986
1.6794509,2.9858732
1.6647589,2.9080522
1.6749539,2.9556983
1.6705315,2.9810674
1.6768384,2.973335
1.6520565,2.9205081
1.6776704,2.9183447
1.6818358,2.984343
1.6776135,2.9332814
1.6784968,2.9657505
1.6844468,2.9464476
1.6730602,2.9531512
1.6844506,2.942307
1.6729709,2.917118
1.66875,2.911584
1.674793,2.9755583
1.6697602,2.92843
1.6745398,2.95742
1.6542281,2.958034
1.6697599,2.9487298
1.6711515,2.973993
1.6743141,2.972652
1.6695397,2.9596918
1.6761603,2.9444354
1.661792,2.9612477
1.669066,2.9749374
1.6744592,2.9512856
1.6705441,2.9502523
1.6773841,2.936937
1.656978,2.95303
1.6758705,2.9376936
1.6713189,2.9559572
1.670959,2.945424
1.6573677,2.9354146
1.6689067,2.9596353
1.6637644,2.9565873
1.675707,2.9929852
1.6808008,2.9527035
1.6768647,2.9186769
1.6625295,2.9364192
1.657818,2.933835
1.6727765,2.9396532
1.6752782,2.971067
1.6682059,2.927347
1.6664407,2.9698792
1.6719242,2.9595659
1.6751735,2.9885263
1.6708877,2.9539638
1.6763762,2.9457881
1.6860062,3.0032263
1.6640632,2.9083138
1.6750987,2.9658566
1.6739657,2.9584723
1.6797603,2.9895291
1.6776986,2.915475
1.6797261,2.9315283
1.6759545,2.9845169
1.6637251,2.9832368
1.6712774,2.9598076
1.6517586,2.9275603
1.6742538,2.9166317
1.6683062,2.932433
1.6847416,2.9593816
1.67913,2.9329767
1.6870265,2.9458106
1.6752461,3.0037048
1.6757201,2.9254553
1.6709672,2.9625785
1.6654488,2.9325058
1.671497,2.962824
1.6730741,2.9943354
1.6660624,2.9803371
1.6559621,2.955745
1.6888149,2.9488854
1.6747457,2.9662826
1.6818491,2.9775646
1.6739284,2.9904006
1.6739855,2.9786484
1.6796275,2.9508088
1.6730608,2.9746225
1.6889144,3.0114148
1.6788082,2.9756792
1.6776563,2.9216177
1.6815165,2.9557328
1.667762,2.9352689
1.6771271,2.9671595
1.6652184,2.985564
1.6794096,2.964203
1.6760173,2.949919
1.6659662,2.910486
1.6773607,2.9674325
1.6759925,2.9979434
1.6653246,2.945037
1.6861733,2.976306
1.6615489,2.913838
1.6594554,2.9195602
1.6616313,2.9221346
1.6879858,2.9564083
1.6718686,2.9455137
1.6696478,2.9601367
1.673842,2.9527414
1.6641276,2.9084973
1.6498834,2.921878
1.6697361,2.9147377
1.6773255,2.9877193
1.6629535,2.9264915
1.6817319,2.9810069
1.6628945,2.9358385
1.6651866,2.9355695
1.665505,2.9683218
1.679647,2.9654143
1.6629939,2.9342554
1.6680928,2.9475477
1.6617483,2.9295347
1.6732365,2.925574
1.6586479,2.9227707
1.6607383,2.9305294
1.6721449,2.9409719
1.6736039,2.959259
1.6726228,2.9775467
1.6686214,2.9604232
1.6849998,2.979604
1.66474,2.9864066
1.6640493,2.9935815
1.664335,2.9214542
1.6756377,2.9141228
1.6562533,2.9576943
1.6806768,2.984233
1.6640476,2.9206994
1.678247,2.9488604
1.6766901,2.9379935
1.674677,2.937289
1.6715174,2.935796
1.6630061,2.8931057
1.6660417,2.917018
1.6769218,2.9627702
1.6683829,2.9454806
1.6664616,2.9319057
1.6746243,2.9468358
1.669401,2.9151826
1.6792971,2.971777
1.6793299,2.9928758
1.6684339,2.9538126
1.6677951,2.925675
1.6785393,2.9563887
1.6777445,2.9236414
1.6771146,2.9783723
1.6800911,2.950192
1.6749359,2.9424253
1.6648974,2.9183247
1.6630968,2.9278188
1.6700344,2.951343
1.6850746,2.972178
1.6702025,2.941817
1.6750661,2.9070966
1.6767024,2.9548042
1.6718525,2.9354017
1.6686802,2.9753413
1.6714481,2.9544442
1.6694491,2.962843
1.6704364,2.9787276
1.6728779,2.9349692
1.662708,2.9473855
1.6679319,2.9611096
1.674593,2.9847445
1.6789293,2.974539
1.6629481,2.9552815
1.671663,2.9334905
1.6674112,2.8917587
1.6883556,2.9797153
1.6844558,2.9741356
1.6774801,2.9950626
1.6552006,2.9033313
1.6792226,2.9432347
1.6712102,2.9482362
1.6649112,2.9343433
1.6574252,2.9483893
1.6681913,2.951
1.6655494,2.9003038
1.6515633,2.9569905
1.678128,2.952539
1.6822011,2.966241
1.6729786,2.9844406
1.6693293,2.940133
1.6745795,2.9477296
1.6722094,2.9612842
1.6729093,2.9474592
1.6747025,2.9499385
1.6632142,2.9792144
1.674726,2.9731212
1.6712667,2.9288404
1.6631544,2.929247
1.6706682,2.9476013
1.6655054,2.9421668
1.6798763,2.9867995
1.6785553,2.9860563
1.6724204,2.9524596
1.6750385,2.9185145
1.675302,2.9564545
1.6702856,2.9603262
1.664649,2.8897831
1.6534766,2.961067
1.6806126,2.9687603
1.6794844,2.9321108
1.6747087,2.9912822
1.6675454,2.916803
1.6574168,2.9398525
1.6827234,2.9344778
1.6693097,2.9313881
1.6700922,2.9820879
1.6781337,2.9692209
1.6661694,2.9214683
1.6713003,2.9405437
1.6659213,2.9415
1.6599479,2.8602338
1.6745231,2.9579487
1.665491,2.9469438
1.6693369,2.91983
1.6740797,2.9537873
1.6789334,2.9664602
1.6656343,2.9034553
1.6686746,2.904648
1.6629544,2.9464233
1.6799978,2.9529028
1.6582096,2.9399853
1.6626238,2.9025
1.6649331,2.9293327
1.6680351,2.9620302
1.6655273,2.944609
1.6781648,2.9596984
1.682989,2.9710422
1.6774935,2.9323595
1.6716794,2.9543054
1.6612929,2.9202151
1.6820701,2.9481351
1.6708282,2.9471
1.6697916,2.929983
1.658114,2.9134386
1.6818906,2.9738312
1.6630026,2.9603748
1.6684724,2.9285645
1.6884125,3.0042953
1.6789274,3.0018356
1.6576107,2.91415
1.6701195,2.9508605
1.6649361,2.9833012
1.6722672,2.9701812
1.6653271,2.9426687
1.6792408,2.9233768
1.6691961,2.9437368
1.6642448,2.942468
1.6665181,2.9687076
1.6910629,3.0009718
1.6657362,2.9574556
1.6731125,2.9480517
1.6701323,2.9414525
1.6711621,2.8826358
1.6725338,2.9572341
1.677785,2.9701982
1.6682708,2.9202614
1.667976,2.9533496
1.6737257,2.9822474
1.6746621,2.968788
1.6655908,2.9193912
1.6696395,2.92061
1.6653564,2.9545622
1.6666548,2.9307988
1.6710875,2.9356997
1.6761029,2.9955442
1.6707265,2.9516485
1.6659955,2.9473183
1.67235,2.9448476
1.6887177,2.9520307
1.670779,2.993284
1.6697608,2.9794402
1.6690745,2.9422092
1.656686,2.926595
1.6639489,2.9463365
1.6761993,2.979143
1.6684014,2.9491801
1.6587585,2.9486473
1.6636555,2.9214742
1.6817263,2.9822047
1.671743,2.9662883
1.6770647,2.9904218
1.6630307,2.944683
1.6743087,2.9791338
1.6761942,2.953045
1.6875081,2.9868252
1.6784534,3.009784
1.6720442,2.949288
1.6723094,2.9637842
1.6923084,2.9643638
1.6665171,2.9427195
1.6584015,2.9256265
1.6794318,2.968179
1.6878103,2.9857147
1.6775533,2.979928
1.6667659,2.9158185
1.678244,2.9394107
1.688799,2.975515
1.6787038,2.9239821
1.6719737,2.935333
1.6785381,2.9698446
1.6865788,2.9334633
1.6737367,2.932375
1.6815572,2.925973
1.6762918,2.9397619
1.6753905,2.9587975
1.6663285,2.965108
1.6764641,2.9761825
1.6731204,2.9416263
1.6541103,2.8720355
1.662069,2.9767182
1.6686081,2.9395084
1.6592476,2.9193866
1.6834785,2.9593441
1.6758413,2.9652894
1.659525,2.8839457
1.6886681,2.9951193
1.6867847,3.0121355
1.6714983,2.9717696
1.6818562,2.9340708
1.6750578,2.9533746
1.6870791,2.9897435
1.6666856,2.9000003
1.6656398,2.918922
1.674395,2.989719
1.6633615,2.9656348
1.6592524,2.9460897
1.6627984,2.952419
1.669849,2.9158144
1.6694278,2.9229827
1.6686187,2.9634726
1.6692286,2.902734
1.6722813,2.9542005
1.670155,2.9842482
1.6891134,2.9404838
1.671957,2.9396992
1.672515,2.9830759
1.6728976,2.9550827
1.6662121,2.9125867
1.6747898,2.9837399
1.6701083,2.9188573
1.6717108,2.9502764
1.6686504,2.9586833
1.6746229,2.9668474
1.660712,2.9570465
1.6711428,2.9328418
1.6720964,2.9864337
1.6687306,2.928697
1.6529745,2.9092674
1.6829079,2.969156
1.6666868,2.9549463
1.6705774,2.9616692
1.6830766,2.966722
1.6797876,3.0019925
1.6650523,2.9340098
1.6685357,2.9572866
1.6733112,2.9686017
1.6688845,2.9526553
1.6704961,2.9808288
1.6654253,2.9450035
1.6645149,2.9339108
1.6534922,2.9309566
1.6754047,2.966548
1.6717283,2.9424841
1.6806953,2.9924023
1.6725559,2.9575565
1.6687363,2.943728
1.6790435,2.9291606
1.668744,2.923849
1.679064,2.9176948
1.668022,2.977753
1.6758894,2.945369
1.6700128,2.9751813
1.6646783,2.9394524
1.6858978,2.949433
1.6610912,2.9517496
1.6680225,2.9529266
1.6760648,2.9326284
1.6849633,2.9552267
1.6703676,2.9160478
1.6706712,2.9700615
1.6789854,3.0007312
1.6885005,2.9823427
1.6832688,3.0216537
1.6847515,2.9785523
1.6801424,2.9591818
1.6789315,3.019042
1.6561096,2.9779778
1.6758761,2.9886603
1.6679546,2.9322162
1.6764166,2.9895692
1.6791394,2.9705653
1.6760373,2.9290905
1.6715958,2.9210052
1.6555971,2.9136028
1.6607002,2.9366808
1.679973,2.951071
1.6724737,2.9538891
1.68107,2.9594953
1.6683604,2.9302273
1.6547842,2.908199
1.6660984,2.956145
1.6676021,2.9677603
1.674445,2.9557183
1.6732086,2.9366171
1.6706344,2.9624782
1.6816409,2.9781544
1.6839849,2.984423
1.6756517,2.9528797
1.6728896,2.9550018
1.6524342,2.913762
1.6476344,2.9283268
1.6650653,2.8910882
1.6794941,2.9974015
1.654958,2.8969939
1.6580052,2.883185
1.6738406,2.976606
1.6745417,2.9515903
1.6686174,2.9339635
1.6704767,2.997901
1.669795,2.936679
1.6714272,2.9752655
1.6618696,2.9588838
1.6741207,2.976643
1.680339,2.9832451
1.6772829,2.9542851
1.6729553,2.9591484
1.6738987,2.9526575
1.6872799,3.0075114
1.6673971,2.9630077
1.6616522,2.965084
1.6774402,2.9723828
1.6611352,2.917647
1.6865962,2.9871638
1.6754237,2.9798973
1.6650585,2.961668
1.6744002,2.944872
1.674737,2.9036205
1.6583652,2.9386804
1.6713355,2.8886929
1.6709666,2.9659884
1.6793085,2.9279084
1.6799144,2.949793
1.6643258,2.8750288
