dq,naive
0.7041864,0.2949225
0.9585594,0.35242304
0.55188286,0.34358412
0.1518601,0.36177748
1.4873927,0.31495574
0.17305543,0.34602338
0.11763794,0.34314907
0.52801085,0.32610172
1.172709,0.36999556
1.5732734,0.32613382
0.108475186,0.3573778
1.0123723,0.29901537
-0.16785103,0.37003556
0.577782,0.34756294
0.61056864,0.3579643
0.61297077,0.31600147
0.5406831,0.34653556
1.2948468,0.30686384
1.2168777,0.34317338
0.37464795,0.34789425
1.1689985,0.28273502
0.6949197,0.35150456
0.60032606,0.36553282
1.26167,0.3146735
0.23172085,0.34994113
0.5297621,0.29598218
1.2229011,0.31745562
0.6987026,0.32180056
1.4257779,0.30455625
1.0613903,0.29770574
1.2255738,0.32079637
0.8770677,0.3662688
1.3987424,0.3109695
1.3340905,0.3110862
1.2365756,0.34452844
0.9575895,0.3534992
0.58162975,0.31430334
0.7373926,0.32283124
0.4372129,0.34463844
0.47082847,0.33358845
0.28304055,0.36566937
0.3723655,0.32739317
0.9093835,0.36150226
1.1563175,0.30887488
0.7176294,0.34630674
1.307747,0.37469807
1.2360398,0.296693
0.4017859,0.36458668
1.4677308,0.28996563
1.3562666,0.28247246
0.3192673,0.30630097
0.2526484,0.3448067
0.9039904,0.3593059
0.48639488,0.32860482
0.82201874,0.33291274
1.0447688,0.36611712
1.2405963,0.3505633
0.6476822,0.32470125
1.8132643,0.31304702
0.48010752,0.3534432
0.86316854,0.34314036
0.8890391,0.32741004
1.3225569,0.33584368
1.1665186,0.31332782
0.42684215,0.38044906
1.023752,0.3366445
0.584211,0.30861604
0.29093036,0.3236791
0.8048933,0.35674614
0.73565423,0.3439782
1.5260104,0.29918504
0.7422403,0.314505
1.0537242,0.3340896
1.0375159,0.334646
1.3096765,0.3691265
1.1879038,0.35795918
1.6423359,0.31551138
0.88124835,0.34526336
1.287129,0.28768578
1.2868764,0.34807044
0.754648,0.36075157
0.5382793,0.32518506
0.76724184,0.32089385
1.3493282,0.3366455
0.62904537,0.3532124
0.47987187,0.34150368
1.2462282,0.3172363
1.0484254,0.36827925
0.5983938,0.3189796
0.56337726,0.35841593
1.1816183,0.3306342
2.011787,0.2909696
-0.16955712,0.37004
0.64616203,0.34757173
0.46278363,0.3653622
-0.14623724,0.35220325
0.96589845,0.33950695
0.5761052,0.31926438
0.6399892,0.34347412
0.8773898,0.34560275
1.0570623,0.3527979
1.3993168,0.35478824
1.3330042,0.31448132
0.25497958,0.3625365
0.5977659,0.38036305
0.92040086,0.33872694
0.16618088,0.36400095
1.1925275,0.36014125
1.4438156,0.30065262
1.713329,0.33272746
0.71929103,0.35246
0.5120571,0.32538614
1.3954762,0.34300748
0.564267,0.36290887
0.8352168,0.30663607
1.3216443,0.29776022
0.29026163,0.3885722
1.462157,0.34918916
0.36559832,0.3707633
2.08262,0.32763925
1.3824457,0.33342463
1.2561196,0.3259676
0.55815375,0.34146717
1.1022706,0.3404114
0.7874236,0.3132046
1.0582768,0.36660656
1.4030242,0.3100372
0.50876105,0.32903975
0.89312404,0.32572645
1.7743177,0.27320784
1.3171923,0.27286938
1.3604827,0.32078445
0.06795854,0.32527938
1.4569677,0.31686717
1.3226577,0.30928627
0.42084727,0.36319456
0.925643,0.33768156
1.572747,0.34791148
1.4412911,0.31559324
0.5569418,0.34972316
0.2534168,0.30858195
0.742599,0.3383335
0.90643156,0.32281524
0.37826476,0.3237886
0.60702735,0.34635612
1.2782385,0.29924804
0.531826,0.34608114
0.59835374,0.3722385
1.495696,0.2992452
0.48752582,0.2995285
1.7652214,0.32987362
0.70021486,0.34511194
0.38193244,0.33190978
0.7994233,0.32221246
0.95536965,0.32135707
1.394343,0.32923788
0.7161674,0.3442693
0.8871509,0.39719158
0.79105675,0.33486655
0.9520244,0.35839185
0.44352987,0.3593871
1.082494,0.32867697
1.2032112,0.34435654
0.69807315,0.3506215
1.5959891,0.3315479
1.1492485,0.3184306
0.96584266,0.36733338
0.89061564,0.33902717
0.47279632,0.31487045
0.9735535,0.30670258
0.7074304,0.37489486
0.8308849,0.32738072
1.3356642,0.34469137
1.0183914,0.296832
1.5222235,0.28584588
1.204856,0.32001394
1.6113493,0.2977465
-0.087488644,0.3668919
0.14252685,0.31219217
0.9136063,0.34388682
0.41305894,0.40035325
0.48636615,0.3271488
0.95348066,0.3258597
0.43467543,0.32395437
1.0832843,0.3469447
1.2911315,0.3619686
0.55995417,0.31986195
0.53590846,0.36587825
0.58282274,0.35359246
1.791642,0.31103176
1.4547635,0.28789395
1.0241463,0.34807408
0.3852231,0.37507668
0.65956014,0.33636206
0.7825258,0.295198
1.6481829,0.31554058
0.88786376,0.30932206
0.76313835,0.34362808
0.9459341,0.36090738
1.202427,0.33944744
1.4641427,0.30388662
1.9788468,0.30427614
0.5296031,0.33145404
0.89634234,0.39649928
1.2288381,0.30030572
0.928259,0.32230133
1.353285,0.34624007
0.6725347,0.3329202
1.0582944,0.35353038
-0.55322707,0.4099124
0.65869886,0.3347258
1.3559984,0.32209298
1.0578816,0.37418714
0.167218,0.40171
1.4674534,0.2939695
1.1702026,0.35045892
0.67833114,0.3220672
0.7156722,0.3095149
1.151224,0.2931458
1.6696498,0.34809306
1.2043742,0.33932155
1.2101245,0.32842323
0.08879125,0.34705126
0.9653186,0.34451476
1.1941187,0.34809577
0.53466105,0.32691443
0.8091356,0.34724882
1.3264124,0.33329126
0.6382998,0.36052164
0.24378277,0.39551312
1.4487238,0.30341786
0.31908363,0.3463175
0.5844476,0.31215587
1.0659821,0.29688355
0.66430014,0.3395245
0.72638977,0.33634436
0.9298166,0.3287342
0.9035555,0.34645587
0.11036209,0.3209945
0.9714545,0.32630134
1.1045108,0.27714142
1.5729133,0.31061402
2.0018272,0.29879555
1.7352074,0.3096617
0.222777,0.30050012
0.9115719,0.34779543
0.727564,0.35012814
0.64044535,0.31030482
0.7234131,0.36418414
-0.035479743,0.3334049
-0.10808296,0.3412361
0.1884074,0.37913263
1.1547735,0.27532324
0.55362767,0.33724102
1.2148651,0.32665142
0.20755616,0.3399618
0.00096632034,0.35598525
1.0941256,0.33092037
-0.05495686,0.36764276
0.7121874,0.39217818
1.0584705,0.3352243
1.4598912,0.3275662
0.6994113,0.3039181
0.7992535,0.32733586
0.7549437,0.32206917
1.0526295,0.35551527
-0.4588213,0.3074635
0.70060194,0.3496909
0.38170755,0.32646775
0.5350605,0.3665365
0.7205711,0.34628925
0.59007573,0.36134186
1.5921288,0.35643724
1.1919705,0.3514479
0.75282836,0.33735687
0.103585124,0.35403913
1.0257914,0.3330779
0.0808489,0.34166682
0.59558,0.35172376
1.3590906,0.32281387
0.7447611,0.3321274
0.9126362,0.32533944
0.06712242,0.3666681
1.2577603,0.3442193
0.7162285,0.31629133
0.90142,0.33047488
0.050031938,0.37898806
0.89573574,0.32141232
1.2142978,0.34062618
1.4075128,0.29992524
1.1684352,0.30991194
1.5138744,0.30387175
0.7718714,0.3512626
1.9128147,0.31253335
0.9066256,0.3085692
1.75813,0.29575312
0.61234677,0.349728
0.37935513,0.41099966
-0.1415231,0.31878725
0.577495,0.34545067
0.6535401,0.30964538
0.5928617,0.35119426
1.1317365,0.3801358
1.3701757,0.30399388
0.52128106,0.33553794
1.0399408,0.37232307
0.19667865,0.32703894
1.5360061,0.3212229
0.52638185,0.32850772
0.5430202,0.3641455
0.77590096,0.35379362
0.39222726,0.3399435
0.6937339,0.3500258
0.68342113,0.37413567
0.678073,0.31863895
-0.06631454,0.36382577
0.7506718,0.3108623
0.7881786,0.37615713
0.5741645,0.3253612
1.3083693,0.34829894
1.118657,0.35631937
0.85683423,0.3305615
0.68171036,0.32245812
0.7662494,0.36038935
1.913381,0.27934593
1.6411839,0.3252913
0.6553193,0.30789948
0.91101664,0.34463388
0.8130213,0.34305736
-0.03972272,0.38476986
1.5055825,0.2794922
0.87925166,0.33858612
0.568246,0.35679522
1.4744047,0.33841628
1.1802951,0.35717812
1.4749417,0.3383283
0.9251429,0.33230925
0.655743,0.32255894
1.2105615,0.3346287
0.40851045,0.36400032
-0.008621859,0.36216924
0.44865882,0.3627505
0.5964871,0.3289772
0.8485603,0.32481796
0.5822798,0.31112224
0.71074766,0.3180572
0.7996884,0.35954463
1.0169189,0.33640543
1.7707165,0.31689626
1.1179239,0.32508686
1.1456263,0.308559
0.5447519,0.3575116
0.88832986,0.32616457
1.5282732,0.30917284
0.78696513,0.3179376
1.8543723,0.3580031
0.5709725,0.33314994
0.26052937,0.31325668
0.91103685,0.33897182
0.42702317,0.36617026
0.965876,0.36765355
0.3673643,0.3438353
0.8060985,0.29972792
1.0702436,0.34890878
0.40292788,0.34174094
-0.1201818,0.35128438
1.9778533,0.29122415
0.0344735,0.38109046
1.1633123,0.3241229
0.17774703,0.32464162
0.9612752,0.28721654
0.27762103,0.36977312
0.77638674,0.34421414
1.7738642,0.26829717
0.5335298,0.29037455
0.99651563,0.2908117
0.61444974,0.3354788
0.7898047,0.34112257
0.8869162,0.33979213
1.1471257,0.32803038
1.4233073,0.35015485
1.2151958,0.3737225
0.13472062,0.37421328
0.7631176,0.36563835
1.2296282,0.30144238
0.88105106,0.3241397
1.3861442,0.3241068
0.73507077,0.35216835
1.0977705,0.39099213
0.31923932,0.3643902
1.1571034,0.32932904
0.79416525,0.35016468
0.8175025,0.3610225
0.55820924,0.348673
0.74103725,0.3667757
0.47751674,0.3214896
1.3496302,0.31262583
0.44001293,0.29871088
0.6289343,0.33809432
1.7447888,0.35847408
0.5435132,0.33451268
0.80149263,0.33544406
1.6128472,0.289344
1.3241518,0.35740107
1.642834,0.3554813
0.6677067,0.30093026
0.67110026,0.39240947
1.0492485,0.36647406
1.248929,0.31436956
1.305016,0.3582968
0.5550759,0.35068065
1.2931895,0.3359069
1.0561082,0.34643126
1.7631888,0.3205656
1.3404942,0.30739325
1.223125,0.31063068
0.1194154,0.3177867
1.0967882,0.32773632
0.94728935,0.3249003
0.7508588,0.3108407
0.28857931,0.39658234
0.87761414,0.36307672
1.3472415,0.3136018
0.53330934,0.37141994
-0.29302266,0.35976046
1.3603942,0.31501412
0.49669188,0.33924994
1.3237529,0.34825486
1.3338532,0.32920617
1.0646617,0.31558603
0.85578686,0.37890318
-0.38627487,0.3381743
1.5654205,0.3085651
0.60973537,0.33154893
0.912704,0.33592
0.25567487,0.3225798
0.9398696,0.33861047
0.74726415,0.31382382
1.00323,0.3461237
1.42173,0.3563669
0.531489,0.30747586
0.38448626,0.32820714
0.6758407,0.334277
1.1813734,0.32322446
0.7831734,0.3506754
0.7213463,0.36954996
1.3828483,0.34593838
1.4907715,0.28824976
0.77815664,0.31502634
0.459618,0.34258118
0.8117868,0.34085837
0.43421027,0.38468933
1.4270247,0.33640075
0.55756,0.36535615
1.0159918,0.2925158
0.21721241,0.36261538
0.729373,0.34968957
1.2087257,0.3276907
0.9987187,0.31420526
0.737211,0.31340858
1.059968,0.38128388
0.94283336,0.2937677
1.1889021,0.356925
0.93997854,0.35998073
0.83033586,0.3537145
0.84183896,0.34139657
0.77841806,0.38202712
0.90255535,0.34390476
0.69260055,0.30842885
0.78668785,0.32451802
1.5103427,0.33017525
1.784806,0.3102015
1.5523537,0.35402247
0.49834806,0.3429253
0.62967265,0.34529313
1.112833,0.32974055
0.6934791,0.34811068
0.97727823,0.3227143
0.31496307,0.3339984
1.77632,0.32303149
0.57749885,0.35130072
1.1861835,0.35085022
1.1493026,0.33161005
0.9488101,0.34031433
0.7879531,0.30100882
0.06657732,0.40271398
1.1665722,0.2974055
0.41963395,0.36793745
0.13950762,0.3566537
0.8050611,0.36263788
1.4212182,0.33549356
0.7474464,0.31273124
0.55320776,0.32585448
0.93855536,0.34587225
0.5798894,0.3453766
0.27527463,0.38220894
0.50133306,0.32149583
0.97466433,0.32596615
-0.122539595,0.3207879
0.1721895,0.36021292
1.0734535,0.34051257
0.6754597,0.26257002
0.88899475,0.32605436
0.49820325,0.3620323
0.7216973,0.30868262
1.018402,0.35972846
1.3960901,0.3258937
0.3491945,0.30592933
0.78931785,0.331069
0.89058036,0.30609822
0.306354,0.34565282
0.6044619,0.32445458
0.14950046,0.34138224
0.30090132,0.35643882
-0.11708553,0.3498773
0.895803,0.37870324
1.619379,0.30439082
0.685432,0.28956
1.3662889,0.34383735
0.6123173,0.32987648
1.2132374,0.31499368
0.3835922,0.35307732
0.99763626,0.3479076
0.75725514,0.31959286
1.0930754,0.32835338
0.8446348,0.3743973
0.3998055,0.3464676
1.1209018,0.3241693
0.00849186,0.34328517
0.1751373,0.37375107
0.5801106,0.34871438
0.6167445,0.3467079
0.6736226,0.29126313
0.1844824,0.34404013
1.191489,0.34581497
1.0735122,0.35609707
0.6370021,0.35416374
0.39154774,0.39150614
1.6646012,0.30722758
0.68942565,0.32400045
1.5432447,0.31148657
0.5803362,0.3686522
0.6304049,0.33165205
0.7287747,0.3360145
0.31953555,0.30135348
1.5036843,0.28807
0.7278876,0.34938407
0.7524125,0.33151028
1.4571422,0.33219874
0.54236144,0.32071215
1.2864658,0.32969737
1.1924628,0.35706228
1.3644172,0.28806737
0.7179714,0.30972716
0.48920175,0.33441943
0.74683225,0.28602365
0.509763,0.3446655
0.73900014,0.3074669
1.2726473,0.3335448
1.2510165,0.36564782
1.2015008,0.3146636
0.1179959,0.3683414
-0.05927625,0.36830518
1.2633328,0.32396764
0.9655581,0.36499488
1.6309782,0.31062862
1.1879088,0.31773815
0.3110165,0.36250713
0.74768436,0.375506
1.7169253,0.30765045
0.5343859,0.332638
0.8037641,0.32461742
0.48598292,0.33925918
0.82251835,0.32869738
0.65425545,0.32331818
1.3997885,0.2825017
-0.16896945,0.3361529
0.714243,0.3585691
0.48369637,0.3232796
0.9935852,0.31025672
0.4861819,0.33830556
1.43239,0.35327202
0.53084934,0.39988813
1.0454696,0.2976712
0.8839714,0.314698
0.12298747,0.35956872
1.2035745,0.34737226
0.63985765,0.36109573
0.55904394,0.33209175
0.8868166,0.3537628
1.4495335,0.2981199
1.3021265,0.35976675
1.0791738,0.3025268
0.46098536,0.3386136
0.7585016,0.3705599
0.7448563,0.3624779
-0.13053697,0.36900637
0.44773304,0.31437
1.045062,0.35551327
0.1344444,0.38424233
0.12130998,0.3923554
0.5726498,0.34298426
1.4374512,0.30474988
0.8568195,0.3144775
1.59715,0.28185296
1.2058625,0.3380796
1.8111682,0.29888555
0.024249157,0.3558557
1.2244167,0.30820894
0.4129828,0.3829831
0.8508959,0.36133176
0.64545476,0.37300256
0.48560104,0.35533583
0.94349766,0.35201514
0.55847275,0.3480512
0.44165668,0.3493023
1.0079366,0.26376843
1.1855028,0.35612682
1.293201,0.34349543
0.47433206,0.375761
1.4768796,0.3575153
-0.18381006,0.31811914
1.1665736,0.31688413
0.6790798,0.34270963
1.3282998,0.30064946
0.95328045,0.34005162
1.225424,0.3129425
1.0290824,0.32476902
1.7014167,0.3313113
1.4747353,0.31063375
0.87746876,0.34137452
0.7232216,0.32285702
1.2512285,0.3446378
-0.047254484,0.36173534
0.71693975,0.29145074
1.2653728,0.31271082
1.0218496,0.3239923
0.70666164,0.3271858
0.68228805,0.33763412
0.7290521,0.33894873
0.81983674,0.36324656
0.03384182,0.34933093
1.3561672,0.32345426
0.053096905,0.37677255
1.8219684,0.33615184
0.44975457,0.40235582
0.45767874,0.29125407
0.7888132,0.327297
1.0152203,0.32235187
1.5358303,0.320925
0.8832206,0.30485085
1.1833787,0.34839725
1.1867619,0.3692177
0.76614,0.33533823
1.8707918,0.3165933
0.6029355,0.34805587
0.79416597,0.34861732
0.49477226,0.36774474
0.62574667,0.324842
0.15131284,0.33998835
1.4098731,0.33723256
2.0533147,0.31767416
-0.05466262,0.36033773
0.78575575,0.362021
